Nome: BARREIRAS
Codigo Estacao: 83236
Latitude: -12.155843
Longitude: -45.008269
Altitude: 447.51
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, MEDIA MENSAL(mB);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
1994-09-30;268,4;null;null;283,4;0;null;962,393333;35,086667;26,541333;18,016667;37,375;9;2,547778;
1994-10-31;275,7;null;null;259,7;31,4;null;959,505376;36,341935;28,022581;20,490323;39,177419;8,3;2,255914;
1994-11-30;200,5;null;null;183,4;189,8;null;959,77;33,943333;27,076667;21,52;55,341667;8,3;2,107778;
1994-12-31;126,5;null;null;null;158,4;null;960,109677;32,248387;26,373548;21,748387;65,830645;6,6;1,731183;
1995-01-31;104,2;null;null;null;94;null;960,844086;32,258065;25,528387;20,532258;72,379032;5;1,431183;
1995-02-28;58,8;null;null;null;156,4;null;961,579762;30,721429;24,685;20,303571;78,669643;7;1,611905;
1995-03-31;70,7;null;null;null;144,6;null;960,313978;31,870968;25,36;21,064516;77,443548;4,1;1,354839;
1995-04-30;79,4;null;null;null;52,8;null;960,302222;31,473333;25,326;21,016667;76,6;5;1,551111;
1995-05-31;89,8;null;null;null;99,1;null;961,773118;32,16129;24,800645;19,870968;74,637097;6,3;1,448387;
1995-06-30;128,5;null;null;null;,2;null;964,07;31,796667;21,787333;14,26;63,858333;5,8;1,521111;
1995-07-31;185,6;null;null;null;0;null;963,674194;32,751613;22,433548;14,629032;55,225806;6,3;1,736559;
1995-08-31;227,9;null;null;null;0;null;963,360215;34,425806;23,98129;14,716129;43,708333;5,3;1,848387;
1995-09-30;285,9;null;null;null;0;null;962,967797;35,98;27,016;18,193333;null;6,6;2,71;
1995-10-31;224;null;null;null;58,3;null;959,533871;35,46129;27,349677;20,706452;null;8,8;2,298925;
1995-11-30;108,3;null;null;null;225,7;null;960,118033;31,706667;25,484667;21,193333;null;5,8;2,097727;
1995-12-31;74,7;null;null;null;355,9;null;960,266129;30,73871;24,645806;20,132258;null;5,5;1,283721;
1996-01-31;100,4;null;null;null;47,2;null;959,427174;32;25,133548;19,567742;72,948276;4,1;1,391935;
1996-02-29;104,8;null;null;null;53;null;959,575862;32,827586;25,751034;20,358621;71,543103;4,6;1,67069;
1996-03-31;88,9;null;null;null;100,4;null;959,956989;32;25,530968;21,083871;78,040323;5,1;1,308065;
1996-04-30;88,4;null;null;null;63,7;null;960,928889;31,796667;24,772667;19,8;73,941667;3,5;1,128333;
1996-05-31;115,5;null;null;null;10,9;null;962,181522;32,6;24,079355;18,025806;67,308333;5;1,325806;
1996-06-30;150,4;null;null;null;0;null;963,988889;32,9;22,668;14,986667;57,183333;2,6;1,443333;
1996-07-31;192,2;null;null;null;0;null;964,837634;32,945161;22,181935;13,693548;46,048387;4,5;1,396774;
1996-08-31;231,5;null;null;null;0;null;963,148913;34,416129;25,030323;16,970968;42,431034;4,1;1,527419;
1996-09-30;315,4;null;null;null;0;null;960,968539;36,13;27,450667;18,92;33,357143;6;2,506557;
1996-10-31;192,5;null;null;null;49,7;null;959,923656;34,287097;27,266452;21,435484;53,645161;5,1;1,617742;
1996-11-30;114,8;null;null;158;251;null;959,277778;31,59;25,412667;21,413333;71,808333;5;2,156667;
1996-12-31;125,7;null;null;219,1;87,5;null;959,72043;32,293548;25,720645;20,254839;69,532258;5,3;2,258065;
1997-01-31;65,3;null;null;140,5;240,5;null;960,155914;30,148387;24,580645;20,36129;80,177419;5,3;1,954839;
1997-02-28;85,9;null;null;null;65,3;null;960,940476;31,853571;25,005714;19,785714;75,303571;6,3;1,748214;
1997-03-31;57,7;null;null;null;396,6;null;959,962366;28,703226;24,14129;21,093548;83,516667;5,1;2,141935;
1997-04-30;65,1;null;null;null;142,3;null;961,638889;29,876667;24,187333;20,123333;78,366667;6,6;1,613333;
1997-05-31;84,4;null;null;null;26,2;null;963,86129;29,435484;22,486452;17,858065;76,024194;5,3;1,732258;
1997-06-30;102,7;null;null;null;4;null;962,772222;30,47;21,804;15,85;72,775;4,6;1,583333;
1997-07-31;163,8;null;null;null;0;null;965,45914;31,103226;21,870323;14,612903;65,491935;5,5;1,848387;
1997-08-31;219,6;null;null;null;0;null;964,709677;33,087097;22,044516;13,606452;58,387097;5,8;1,667742;
1997-09-30;196,7;null;null;null;3,8;null;960,182222;37,093333;26,621333;18,713333;54,12931;7,1;1,87541;
1997-10-31;206;null;null;null;78;null;959,319355;35,635484;27,662581;21,229032;62,008333;5;1,709677;
1997-11-30;176,8;null;null;null;32,7;null;959,407778;35,513333;27,490667;20,593333;63,396552;5,5;1,486667;
1997-12-31;90,7;null;null;null;160,6;null;960,383871;32,609677;25,843871;21,190323;75,870968;5,6;1,24127;
1998-01-31;96,4;null;null;null;166,6;null;959,963441;32,583871;26,260645;21,8;76,12069;5,8;1,267742;
1998-02-28;71,5;null;null;null;211,5;null;960,95;32,335714;26,410714;22,353571;78,296296;4,8;1,326786;
1998-03-31;79,9;null;null;null;73,1;null;960,090323;32,706452;26,138065;21,551613;77,072581;6,1;1,266129;
1998-04-30;144;null;null;null;,7;null;959,941111;36,053333;27,602667;21,07;64,089286;6,3;1,321667;
1998-05-31;176,8;null;null;null;14,2;null;962,229032;34,735484;25,712258;18,76129;64,366667;5;1,15;
1998-06-30;177,2;null;null;null;6,6;null;964,522727;33,73;24,133333;16,636667;60,508929;5;1,134426;
1998-07-31;219,5;null;null;null;0;null;963,856667;34,196774;24,130323;16,345161;58,314516;7,1;1,364516;
1998-08-31;246,4;null;null;null;0;null;962,620455;35,312903;24,947097;16,474194;57,40625;5,5;1,798387;
1998-09-30;298,4;null;null;null;0;null;961,143333;37,303333;27,463333;18,94;47,568966;5,8;2,86;
1998-10-31;244,4;null;null;null;43,4;null;959,97957;36,051613;27,995484;21,764516;56,314516;8,9;2,409524;
1998-11-30;80,1;null;null;null;182,5;null;959,635955;30,76;25,044;21,906667;81,941667;5,3;1,313333;
1998-12-31;90,1;null;null;null;199,6;null;959,891398;31,56129;25,393548;20,93871;79,953704;6;1,540323;
1999-01-31;104,7;null;null;null;115,1;null;959,239785;32,829032;25,806;20,674194;74,821429;5;1,033871;
1999-02-28;106,3;null;null;null;180;null;959,821429;32,271429;25,457857;20,767857;76,59;5,8;1,071429;
1999-03-31;72,7;null;null;null;128,9;null;959,563441;30,848387;24,520645;20,558065;83,112069;5,3;,93871;
1999-04-30;137,7;null;null;null;,5;null;961,116854;33,303333;null;20,15;69,5;5;1,581667;
1999-05-31;149,9;null;null;null;8,5;null;962,368919;32,535484;null;18,845161;null;3,8;1,303226;
1999-06-30;168,7;null;null;null;0;null;962,671831;33,23;null;16,536667;null;4,1;1,211475;
1999-07-31;215,5;null;null;null;0;null;965,067188;31,796774;null;15,848387;null;8;2,38871;
1999-08-31;257,7;null;null;null;1,2;null;964,525806;33,093548;null;17,419355;null;6,3;2,345161;
1999-09-30;221,1;null;null;null;8,5;null;961,09;34,47;null;19,986667;null;6,6;1,945;
1999-10-31;188,9;null;null;null;152,4;null;960,970513;33,622581;26,429412;21,790323;67,161765;8,6;1,857692;
1999-11-30;86;null;null;null;369,9;null;960,115556;30,13;24,92;21,443333;79,15;5;1,054444;
1999-12-31;77,6;null;null;null;249,5;null;959,907527;29,722581;24,696129;21,26129;79,629032;5,1;1,092473;
2000-01-31;88,1;null;null;null;183,9;null;959,483871;30,487097;24,801935;20,764516;81,322581;6,5;,943011;
2000-02-29;69;null;null;null;248,4;null;961,187356;30,465517;24,688966;21,027586;80,62069;4,8;1;
2000-03-31;83,8;null;null;null;93,9;null;960,090323;30,23871;24,610323;20,816129;79,967742;7,3;1,206452;
2000-04-30;88;null;null;null;73,5;null;961,272222;31,17;24,571333;20,543333;78,5;4,3;,958889;
2000-05-31;123,2;null;null;null;9,9;null;962,566667;31,767742;23,307097;17,570968;72,25;3,3;,86087;
2000-06-30;96,7;null;null;287,4;,1;null;964,434444;31,77;22,282;15,403333;72,591667;5;1,158889;
2000-07-31;185,7;null;null;286,2;,2;null;963,780645;32,183871;22,650968;15,787097;66,822581;5,8;1,294624;
2000-08-31;211,6;null;null;10,4;,6;null;963,795699;34,064516;24,071613;16,1;57,798387;8,8;1,595699;
2000-09-30;232,8;null;null;241,4;39,1;null;962,205556;34,193333;26,453333;19,87;53,925;7,3;1,99;
2000-10-31;224,3;null;null;254,4;12,7;null;961,470968;36,125806;27,252903;20,312903;55,733871;6,6;1,768817;
2000-11-30;82,9;null;null;152,5;299,1;null;960,014444;31,286667;24,997333;20,653333;81,333333;6,6;1,523333;
2000-12-31;73,6;null;null;135,4;224,1;null;960,969892;30,567742;24,860645;21,316129;86,112903;5,3;1,324731;
2001-01-31;125;null;null;266,8;18;null;962,158065;32,277419;25,088387;19,825806;77,685484;6,6;1,929032;
2001-02-28;103,9;null;null;210,8;41,2;null;960,80119;33,525;25,729286;20,664286;77,232143;8,1;1,661905;
2001-03-31;92,3;null;null;203,9;163,5;null;961,705376;32,06129;25,072903;20,554839;81,693548;5,8;1,392473;
2001-04-30;92,1;null;null;260,4;24,4;null;962,247778;32,653333;24,82;19,946667;77,908333;5;1,308889;
2001-05-31;125,6;null;null;267,2;35,8;null;962,182796;34,103226;25,281935;19,325806;70,241935;3,3;,944086;
2001-06-30;179,7;null;null;273,7;0;null;964,545556;32,386667;23,323333;16,246667;58,458333;5;1,828889;
2001-07-31;197,7;null;null;299,2;,3;null;964,691398;32,709677;23,118065;14,945161;52,193548;6,6;1,792473;
2001-08-31;267,5;null;null;274,6;0;null;965,95914;32,806452;24,50129;16,625806;44,298387;7;2,567742;
2001-09-30;264,9;null;null;253,9;2,7;null;961,727778;35,606667;27,202667;19,796667;43,375;5;2,141111;
2001-10-31;173,7;null;null;194,4;103,8;1009,762637;961,38172;33,706452;26,610968;21,477419;62,733871;5;1,677419;
2001-11-30;95,4;null;null;161,1;158,4;1009,141573;960,305682;32,383333;25,742;21,416667;75,608333;4,1;1,331111;
2001-12-31;96,8;null;null;196;214,4;1008,959091;960,254839;31,303226;25,109677;20,364516;76,024194;4,1;1,386022;
2002-01-31;74;null;null;193,8;245,5;1009,916484;961,108602;30,303226;24,88129;21,054839;81,887097;5,1;1,840774;
2002-02-28;91,9;null;null;221,2;99,5;1010,47284;961,584524;32,053571;25,053571;19,967857;73,339286;5,5;1,698016;
2002-03-31;127,4;null;null;240,5;21,7;1010,21978;961,545161;33,796774;26,073548;20,76;69,346774;5,8;1,480106;
2002-04-30;117,2;null;null;242,2;43,8;1010;961,277778;32,74;25,100667;19,693333;69,183333;5,3;1,508652;
2002-05-31;151,1;null;null;271,4;26,3;1011,601099;962,545161;33,725806;24,233548;17,719355;61,362903;5;1,527107;
2002-06-30;162,7;null;null;263,1;,9;1014,728736;965,31573;32,59;23,155333;16,516667;55,783333;5,5;1,636667;
2002-07-31;153;null;null;292,5;14,8;1014,109195;964,884946;33,793548;23,844516;16,283871;50,217742;5,5;1,667391;
2002-08-31;228;null;null;317;0;1013,424731;964,475269;34,341935;24,784516;16,264516;40,653226;5;1,868817;
2002-09-30;213,9;null;null;218;47,5;1011,074157;962,516667;34,783333;26,503333;20,046667;47,433333;5,1;1,855556;
2002-10-31;244,4;null;null;282,9;34,5;1008,23871;960,272043;37,041935;28,503871;20,980645;40,258065;6,6;2,007527;
2002-11-30;166,1;null;null;260;68,5;1009,287778;960,96;34,92;27,056667;20,813333;54,975;5,3;1,76;
2002-12-31;123,3;null;null;192,1;347,1;1009,641935;961,121505;33,267742;26,347742;21,874194;68,532258;5,3;1,651613;
2003-01-31;65,8;125,368998;125,368998;182,7;145,6;1010,61828;961,925806;31,383871;25,120645;21,316129;82,653226;6,3;1,394624;
2003-02-28;77,2;109,381284;109,381284;208,6;89,3;1010,761905;961,972619;31,896429;25,02;20,814286;79,116071;6,3;1,655952;
2003-03-31;78,8;122,485044;122,485044;200,4;133,3;1010,17957;961,447312;31,119355;25,26;21,512903;81,524194;7,1;1,51828;
2003-04-30;95,2;116,455646;116,455646;267,3;98,3;1010,87;962,134444;32,366667;25,397333;20,653333;75,633333;4,1;1,252222;
2003-05-31;120,4;107,769411;80,078026;236;8,7;1012,284946;963,35914;32,654839;24,676129;19,393548;71,975806;6,3;1,727957;
2003-06-30;137,9;76,341325;0;289,2;0;1013,414444;964,074444;32,633333;22,384667;15,16;65,441667;5;1,24;
2003-07-31;195,8;73,998829;0;306,1;0;1015,449462;965,846237;32,26129;21,89871;14,048387;58,790323;5;1,672043;
2003-08-31;196,5;107,796081;10,1;246,8;10,1;1013,466667;964,35914;33,909677;24,650323;17,383333;57,782258;5;1,54086;
2003-09-30;271,9;null;null;266,8;10,9;1011,375556;962,856667;35,946667;26,64;18,61;47,641667;6,3;2,197778;
2003-10-31;242,8;null;null;247,9;33,2;1008,97957;960,796774;36,129032;27,8;21,387097;52,491935;6;1,887097;
2003-11-30;146,8;null;null;227,8;153;1008,515556;960,128889;33,786667;26,334667;20,92;69,633333;4,1;1,47;
2003-12-31;155,6;null;null;245,1;121,4;1008,750538;960,317204;34,493548;26,969032;21,341935;68,274194;5,1;1,270968;
2004-01-31;63,4;null;null;106,7;370,9;1008,969892;960,230108;30,374194;25,014839;21,877419;85,975806;5;1,147312;
2004-02-29;null;null;null;153,6;201,1;1010,629885;961,742529;30,065517;24,76;21,113793;85,931034;6,6;1,022989;
2004-03-31;63,9;null;null;182,9;211,3;1010,436559;961,516129;30;24,500645;20,929032;87,540323;7,6;,962366;
2004-04-30;78,8;null;null;242;27,4;1010,873333;962,001111;31,883333;24,999333;20,503333;78,783333;3,3;,918889;
2004-05-31;108,6;null;null;null;,4;1012,169892;963,241935;32,554839;24,524516;18,709677;68,685484;5;1,151613;
2004-06-30;121,5;null;null;null;0;1015,411111;965,991111;31,553333;22,43;15,776667;62,383333;5;1,533333;
2004-07-31;132,2;null;null;null;0;1014,147126;964,712644;31,655172;22,503571;15,27931;57,071429;5;1,5;
2004-08-31;172,1;null;null;null;3,4;1014,02716;964,971084;34,227586;23,904828;15,710345;45,525862;5;1,428916;
2004-09-30;249,6;null;null;null;3,4;1011,235556;962,622222;35,833333;26,178667;16,863333;35,116667;6,7;1,867778;
2004-10-31;180,9;null;null;null;79,5;1008,402151;960,367742;35,780645;27,889677;21,464516;48,83871;5,3;1,597849;
2004-11-30;160;null;null;null;123,6;1008,164444;959,921111;34,1;27,104667;21,66;59,866667;5;1,58;
2004-12-31;96,7;null;null;null;142;1008,787097;960,212903;32,858065;25,933548;20,864516;71,516129;7,2;1,424731;
2005-01-31;87,2;null;null;null;227,9;1008,73913;960,149462;31,419355;25,670323;21,67;76,362903;8,7;1,825806;
2005-02-28;61,4;null;null;null;173,7;1008,893902;960,22381;31,621429;25,558571;21,660714;80,098214;7;1,4;
2005-03-31;65,8;null;null;null;89,8;1010,074194;961,372043;31,464516;25,525806;21,819355;81,596774;7;1,056989;
2005-04-30;79,6;null;null;null;53,1;1010,755556;962,058889;32,326667;25,42;20,76;75,925;5,5;1,191111;
2005-05-31;103,8;null;null;null;61,8;1012,252688;963,189247;31,319355;23,84;18,686207;72,16129;5,3;1,72043;
2005-06-30;117,9;null;null;null;0;1013,987778;964,657778;31,566667;23,229333;17,226667;65,433333;5;1,69;
2005-07-31;179,6;null;null;278,7;0;1015,401075;965,794624;31,677419;22,638065;15,316129;54,467742;4,8;1,674194;
2005-08-31;230,4;null;null;304,9;0;1013,378022;964,337634;33,570968;24,413333;16,412903;44,116667;8,9;1,526374;
2005-09-30;236,8;null;null;266,8;13,7;1010,702222;962,386667;35,6;27,202667;19,816667;42,725;7;1,906667;
2005-10-31;266,9;null;null;281,1;22,3;1008,354839;960,444086;37,177419;28,644516;20,770968;37,959677;5;1,706452;
2005-11-30;144,1;null;null;193;119,7;1007,86;959,538889;33,333333;26,86;22,006667;62,441667;6,2;1,762543;
2005-12-31;91;null;null;177,6;203,5;1008,517204;959,901075;30,693548;25,252258;21,045161;73,596774;5;1,473118;
2006-01-31;142;null;null;288,6;62,8;1008,607527;960,127957;33,764516;26,190323;20,422581;64,919355;5;1,452688;
2006-02-28;66,8;null;null;141,5;102,7;1009,07381;960,396429;31,935714;25,614286;21,607143;77,633929;7,5;1,115476;
2006-03-31;71,6;null;null;194;257;1009,780645;961,021505;31,509677;25,074839;20,274194;79,185484;5,2;1,137634;
2006-04-30;52,5;null;null;186,4;134,4;1010,094444;961,183333;30,543333;24,546667;19,863333;81,283333;7;1,151111;
2006-05-31;76,9;84,399625;84,399625;237;63,9;1012,836559;963,546237;30,787097;23,356129;17,874194;75,596774;4,3;1,211828;
2006-06-30;119,5;66,403466;66,403466;268,9;0;1015,097778;965,414444;30,536667;21,374667;14,11;64,525;4,5;1,454444;
2006-07-31;139,7;72,971813;19,796909;276,2;0;1015,323913;965,691398;31,719355;21,752903;13,774194;57,233871;4,5;1,456989;
2006-08-31;179,3;99,966596;2,2;317,1;2;1012,873913;963,807527;34,125806;23,913548;14,751613;47,008065;5,7;1,665591;
2006-09-30;200,3;133,210462;21;242,7;22;1010,967778;962,557778;35,173333;26,6;18,723333;45,9;5,5;1,751111;
2006-10-31;152,7;149,950783;149,950783;202,6;158,5;1008,860215;960,541935;34,006452;27,003871;21,787097;61,774194;4,5;1,563441;
2006-11-30;91,8;129,276065;129,276065;192;145,4;1008,8375;960,276667;31,873333;25,516;20,91;72,45;4,7;1,314444;
2006-12-31;108,4;139,976648;139,976648;241,2;155,2;1009,473118;960,970968;33,354839;26,05871;20,670968;69,66129;4,7;1,148387;
2007-01-31;108,8;144,223532;107,147287;236,7;67,9;1009,172043;960,661957;33,293548;26,359355;21,322581;69,508065;5,2;1,211828;
2007-02-28;48,9;104,124219;104,124219;142,2;310,7;1010,388095;961,553012;29,710714;24,578571;21,125;82,723214;5,3;1,346429;
2007-03-31;102,9;116,666854;116,666854;252,9;40,9;1010,32967;961,593548;32,387097;25,065161;19,906667;71,153226;5;1,273913;
2007-04-30;109,2;116,455646;41,833146;234,7;17,4;1010,423333;961,696667;33,306667;25,325333;19,973333;69,958333;5;1,144944;
2007-05-31;154,3;106,442548;12,7;307,7;12,7;1011,242391;962,423656;33,909677;24,555333;17,790323;60,040323;4,2;1,25914;
2007-06-30;169,1;81,665283;0;295,3;0;1014,102222;964,697778;32,703333;22,918;15,396667;53,916667;6,7;1,641111;
2007-07-31;183,1;85,944905;0;294,4;0;1013,676344;964,334409;33,196774;23;14,843333;47,903226;4,2;1,286022;
2007-08-31;227,3;105,142076;0;315,2;0;1013,3;964,28172;33,348387;24,464516;16,325806;39,806452;8,7;2,473118;
2007-09-30;268,6;134,757343;0;297,4;0;1012,004444;963,516667;35,143333;26,479333;18,373333;35,583333;6,7;2,216667;
2007-10-31;244,8;182,746777;21,5;276,5;21,5;1008,130108;960,260215;37,045161;28,748387;21,66129;37,153226;5,2;2,076344;
2007-11-30;211,3;177,28321;98,1;218,5;98,1;1006,632222;958,707778;35,786667;28,405333;22,726667;49,125;5,8;1,699543;
2007-12-31;115,9;144,967491;123,2;238,9;123,2;1008,311828;959,905435;32,948387;26,365806;21,054839;63,669355;5;1,362366;
2008-01-31;106,6;132,818626;132,818626;206,5;216;1008,676344;959,989247;32,154839;25,587742;20,843333;69,612903;4,5;1,111552;
2008-02-29;60,8;116,078183;116,078183;186,1;152,2;1009,558621;960,84023;31,262069;25,211724;21,485714;77,017241;3,5;1,069156;
2008-03-31;47,9;108,189336;108,189336;171,6;299,3;1009,747826;960,884783;30,36129;24,390323;20,531034;82,645161;5;1,077419;
2008-04-30;61,2;102,916953;102,916953;210,8;141,3;1009,231111;960,337778;30,673333;24,397333;20,313333;81,883333;5;1,214136;
2008-05-31;102,6;94,92703;94,92703;264,1;7,4;1011,660215;962,613978;31,970968;23,645806;18,243333;69,451613;3,7;1,011075;
2008-06-30;133,9;72,244511;6,41655;288,5;0;1013,856667;964,371111;31,413333;22,029333;15,456667;61,466667;4,7;1,463333;
2008-07-31;162,1;71,988142;3,108094;325,9;0;1015,090323;965,419355;31,712903;21,71871;13,845161;51,846774;8,2;1,609677;
2008-08-31;216,2;100,052321;1,864265;316,1;0;1011,952174;962,905435;33,63871;23,990667;15,562069;42,193548;5,3;1,612125;
2008-09-30;202,8;134,887817;10,374365;262,6;9,6;1010,707778;962,153333;35,496667;26,419333;19,206667;49,483333;5,8;1,892222;
2008-10-31;268,7;182,90901;2,558814;292,4;2,3;1008,826882;960,931183;36,974194;28,476774;21,364516;36,064516;6,7;2,232258;
2008-11-30;135,3;148,696752;119,31296;134,8;121,6;1008,206667;959,596667;33,013333;26,676552;22,378571;70,783333;6,3;1,495556;
2008-12-31;71,7;130,35844;130,35844;182,7;202,4;1008,75914;960,076344;31,132258;25,333548;21,348387;76,306452;6,3;1,404301;
