Nome: ILHEUS
Codigo Estacao: 83348
Latitude: -14.8
Longitude: -39.07
Altitude: 60
Situacao: Desativada
Data Inicial: 1990-01-01
Data Final: 1998-05-25
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
1995-03-31;119,3;null;null;null;253,7;1006,825806;null;null;null;null;3,6;2,13871;null;
1995-04-30;89,1;null;null;null;442,5;1006,896667;null;null;null;null;6;2,433333;null;
1995-05-31;92,2;null;null;null;292,7;1008,551613;null;null;null;null;6,5;1,96129;null;
1995-06-30;90,2;null;null;null;196,8;1011,973333;null;null;null;null;6;2,603333;null;
1995-07-31;86,3;null;null;null;378,5;1012,335484;null;null;null;null;6;2,548387;null;
1995-08-31;96,5;null;null;null;120,8;1012,783871;null;null;null;null;4;1,774194;null;
1995-09-30;98,2;null;null;null;114,7;1013,34;null;null;null;null;4,3;2,253333;null;
1995-10-31;117,5;null;null;null;90,6;1008,722581;null;null;null;null;5;2,745161;null;
1995-11-30;108,7;null;null;null;230;1008,236667;null;null;null;null;5;2,723333;null;
1995-12-31;120,2;null;null;null;134,9;1004,332258;null;null;null;null;4;2,66129;null;
1996-01-31;null;null;null;null;58;1004,9875;null;null;null;null;4;2,458333;null;
1996-02-29;null;null;null;null;135,8;null;null;null;null;null;3,5;null;null;
1996-03-31;125,2;null;null;null;175,3;null;null;null;null;null;3,5;1,348387;null;
1996-04-30;93,3;null;null;null;173,1;null;null;null;null;null;6;2,383333;null;
1996-05-31;92;null;null;null;51;null;null;null;null;null;5;2,583871;null;
1996-06-30;73,7;null;null;null;53,6;null;null;null;null;null;6;2,92;null;
1996-07-31;85,1;null;null;null;65,9;null;null;null;null;null;6,1;2,209677;null;
1996-08-31;85,2;null;null;null;125;null;null;null;null;null;6,5;2,9;null;
1996-09-30;91,2;null;null;null;130,4;null;null;null;null;null;5;2,413333;null;
1996-10-31;null;null;null;null;121,4;null;null;null;null;null;3,8;2,341935;null;
1996-11-30;null;null;null;null;226,4;null;null;null;null;null;5;2,583333;null;
1996-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;
1997-01-31;null;null;null;null;146,5;null;null;null;null;null;4,3;1,93;null;
1997-02-28;null;null;null;null;457;null;null;null;null;null;4;1,857143;null;
1997-03-31;null;null;null;null;405,6;null;null;null;null;null;4;1,629032;null;
1997-04-30;null;null;null;null;257,5;null;null;null;null;null;5;1,268966;null;
1997-05-31;null;null;null;null;134,8;null;null;null;null;null;5;2,580645;null;
1997-06-30;null;null;null;null;51,4;null;null;null;null;null;5;1,86;null;
1997-07-31;null;null;null;null;129;null;null;null;null;null;5;2,3;null;
1997-08-31;null;null;null;null;55,8;null;null;null;null;null;5;2,777419;null;
1997-09-30;null;null;null;null;13,8;null;null;null;null;null;4,3;2,26;null;
1997-10-31;null;null;null;null;0;null;null;null;null;null;4;2,306452;null;
1997-11-30;null;null;null;null;null;null;null;null;null;null;6;2,826667;null;
1997-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;
1998-01-31;null;null;null;null;null;null;null;null;null;null;4;2,293103;null;
1998-02-28;null;null;null;null;null;null;null;null;null;null;null;null;null;
1998-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;
1998-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;
1998-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;

