Nome: CIPO
Codigo Estacao: 83192
Latitude: -11.10138888
Longitude: -38.52416666
Altitude: 143.53
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
1994-10-31;null;null;null;269,4;8,5;996,375269;32,780645;25,691613;20,296774;61,693548;10;4,096774;null;
1994-11-30;null;null;null;256,1;1,3;995,173333;34,553333;26,911333;21,27;55,975;8;3,566667;null;
1994-12-31;null;null;null;239,4;13,1;994,803226;34,63871;27,324516;22,029032;57,048387;7;3,464516;null;
1995-01-31;null;null;null;280,2;23,7;994,744086;35,812903;27,9;22,116129;54,919355;8;3,430108;null;
1995-02-28;null;null;null;239,8;4,1;994,559524;36,271429;28,687857;23,457143;54,803571;6;2,714286;null;
1995-03-31;null;null;null;285,7;46,6;993,887097;35,770968;28,452258;23,132258;56,653226;9;3,290323;null;
1995-04-30;null;null;null;196,3;26,5;994,084444;33,083333;27,121333;22,66;66,458333;8;2,866667;null;
1995-05-31;null;null;null;198,1;70,2;995,633333;32,067742;26,207097;22,016129;71,16129;7;2,262366;null;
1995-06-30;null;null;null;147,6;42,3;998,673333;29,01;23,772667;20,096667;77,441667;9;2,844444;null;
1995-07-31;null;null;null;161,2;60,5;999,058065;27,783871;22,769677;19,077419;79,975806;10;2,456522;null;
1995-08-31;null;null;null;171,6;22,3;999,562366;28,906452;22,816129;17,996774;73,677419;9;2,829032;null;
1995-09-30;null;null;null;190,1;26,3;999,811111;30,273333;23,876;18,763333;69,391667;8;2,855556;null;
1995-10-31;null;null;null;9,9;1,4;995,395699;34,148387;26,23871;20,054839;57,201613;7;3,548387;null;
1995-11-30;null;null;null;178,1;154,6;995,017778;32,893333;26,334667;22,233333;65,7;9;3,388889;null;
1995-12-31;null;null;null;275,2;73,3;994,070968;34,335484;27,109677;21,967742;59,701613;7;2,376344;null;
1996-01-31;null;null;null;282,7;,5;993,694624;34,303226;27,267097;21,964516;58,556452;7;3,763441;null;
1996-02-29;null;null;null;275,8;4,5;993,65977;35,834483;28,222759;22,748276;58,517241;8;3,310345;null;
1996-03-31;null;null;null;249,6;7,9;993,411828;35,858065;28,449677;23,016129;60,08871;9;3,055914;null;
1996-04-30;null;null;null;171,5;84,8;994,87;31,886667;26,533333;23,133333;76,125;9;2,488889;null;
